ISSUE_DATE;FLIGHT_DATE_LOC;PAX_TYPE;REVENUE_AMOUNT;ORIG_CITY_CODE;DEST_CITY_CODE;ROUTE_FLIGHT_TYPE;FFP_FLAG;SALE_TYPE
21.07.2022 0:00;16.08.2022 0:00;AD;710;OVB;AER;ВВЛ;;ONLINE
21.07.2022 0:00;23.08.2022 0:00;AD;550;OVB;AER;ВВЛ;;ONLINE
27.07.2022 0:00;20.08.2022 0:00;AD;870;LED;IKT;ВВЛ;;OFFLINE
25.07.2022 0:00;04.08.2022 0:00;AD;680;MOW;MCX;ВВЛ;;OFFLINE
25.07.2022 0:00;25.08.2022 0:00;AD;490;MOW;BAX;ВВЛ;;OFFLINE
30.07.2022 0:00;05.08.2022 0:00;AD;240;MOW;KZN;ВВЛ;;ONLINE
30.07.2022 0:00;02.08.2022 0:00;AD;700;MOW;UUD;ВВЛ;;ONLINE
30.07.2022 0:00;02.08.2022 0:00;AD;520;NUX;OVB;ВВЛ;;ONLINE
09.08.2022 0:00;23.08.2022 0:00;AD;580;MOW;KJA;ВВЛ;FFP;ONLINE
22.07.2022 0:00;03.08.2022 0:00;AD;310;UFA;MOW;ВВЛ;;OFFLINE
30.07.2022 0:00;08.08.2022 0:00;AD;430;OVB;UFA;ВВЛ;FFP;ONLINE
25.07.2022 0:00;26.08.2022 0:00;AD;440;OVB;BQS;ВВЛ;FFP;ONLINE
31.07.2022 0:00;28.08.2022 0:00;CHD;360;MOW;OMS;ВВЛ;;ONLINE
18.07.2022 0:00;05.08.2022 0:00;CHD;540;MOW;NUX;ВВЛ;;ONLINE
25.07.2022 0:00;11.08.2022 0:00;CHD;370;MCX;MOW;ВВЛ;;OFFLINE
22.07.2022 0:00;02.08.2022 0:00;AD;500;MOW;OVB;ВВЛ;;ONLINE
30.07.2022 0:00;17.08.2022 0:00;AD;480;MOW;OVB;ВВЛ;FFP;ONLINE
15.08.2022 0:00;16.08.2022 0:00;AD;450;MOW;KGD;ВВЛ;;OFFLINE
31.07.2022 0:00;02.08.2022 0:00;AD;450;CEK;MOW;ВВЛ;;ONLINE
25.07.2022 0:00;19.08.2022 0:00;AD;560;MCX;MOW;ВВЛ;;OFFLINE
18.07.2022 0:00;09.08.2022 0:00;AD;340;ASF;MOW;ВВЛ;FFP;ONLINE
30.07.2022 0:00;12.08.2022 0:00;CHD;190;LED;MOW;ВВЛ;;OFFLINE
09.08.2022 0:00;16.08.2022 0:00;AD;160;OVB;BAX;ВВЛ;;OFFLINE
09.08.2022 0:00;15.08.2022 0:00;AD;960;IKT;MOW;ВВЛ;;OFFLINE
25.07.2022 0:00;12.08.2022 0:00;AD;530;CEK;MOW;ВВЛ;;ONLINE
01.08.2022 0:00;11.08.2022 0:00;AD;620;OVB;BQS;ВВЛ;;OFFLINE
31.07.2022 0:00;26.08.2022 0:00;AD;160;OVB;TOF;ВВЛ;;ONLINE
18.07.2022 0:00;12.08.2022 0:00;AD;620;PYJ;OVB;ВВЛ;;OFFLINE
09.08.2022 0:00;18.08.2022 0:00;AD;390;MOW;VOG;ВВЛ;;ONLINE
01.08.2022 0:00;25.08.2022 0:00;AD;360;TJM;OVB;ВВЛ;FFP;OFFLINE
18.07.2022 0:00;05.08.2022 0:00;AD;600;AER;MOW;ВВЛ;;OFFLINE
25.07.2022 0:00;05.08.2022 0:00;AD;910;MOW;AER;ВВЛ;FFP;ONLINE
30.07.2022 0:00;07.08.2022 0:00;AD;940;OVB;IKT;ВВЛ;FFP;OFFLINE
09.08.2022 0:00;17.08.2022 0:00;AD;560;LED;OVB;ВВЛ;FFP;OFFLINE
22.07.2022 0:00;17.08.2022 0:00;AD;440;IKT;OVB;ВВЛ;FFP;ONLINE
25.07.2022 0:00;18.08.2022 0:00;AD;510;OVB;MOW;ВВЛ;FFP;ONLINE
09.08.2022 0:00;28.08.2022 0:00;AD;400;UFA;MOW;ВВЛ;FFP;OFFLINE
31.07.2022 0:00;20.08.2022 0:00;INF;0;MOW;OVB;ВВЛ;;ONLINE
01.08.2022 0:00;06.08.2022 0:00;CHD;330;OVB;KQT;МВЛ;;OFFLINE
25.07.2022 0:00;11.08.2022 0:00;AD;360;MOW;MCX;ВВЛ;;OFFLINE
31.07.2022 0:00;14.08.2022 0:00;CHD;240;KZN;MOW;ВВЛ;;ONLINE
31.07.2022 0:00;03.08.2022 0:00;AD;690;OMS;MOW;ВВЛ;FFP;ONLINE
31.07.2022 0:00;16.08.2022 0:00;AD;610;BAX;MOW;ВВЛ;FFP;ONLINE
18.07.2022 0:00;23.08.2022 0:00;AD;720;MOW;BQS;ВВЛ;;ONLINE
30.07.2022 0:00;09.08.2022 0:00;CHD;340;KGD;MOW;ВВЛ;;ONLINE
04.08.2022 0:00;07.08.2022 0:00;AD;1150;BAX;MOW;ВВЛ;FFP;OFFLINE
30.07.2022 0:00;12.08.2022 0:00;AD;460;MOW;UFA;ВВЛ;;OFFLINE
10.08.2022 0:00;13.08.2022 0:00;AD;730;HTA;OVB;ВВЛ;;OFFLINE
30.07.2022 0:00;01.08.2022 0:00;AD;420;MOW;OGZ;ВВЛ;;ONLINE
08.08.2022 0:00;09.08.2022 0:00;AD;380;MOW;LED;ВВЛ;;ONLINE
31.07.2022 0:00;03.08.2022 0:00;AD;280;KZN;MOW;ВВЛ;;OFFLINE
25.07.2022 0:00;05.08.2022 0:00;AD;290;KZN;MOW;ВВЛ;;ONLINE
22.07.2022 0:00;13.08.2022 0:00;AD;430;IKT;OVB;ВВЛ;;OFFLINE
26.07.2022 0:00;20.08.2022 0:00;AD;570;OVB;IKT;ВВЛ;;ONLINE
25.07.2022 0:00;12.08.2022 0:00;AD;540;OVB;MOW;ВВЛ;;ONLINE
18.07.2022 0:00;28.08.2022 0:00;AD;660;OVB;TLK;ВВЛ;FFP;ONLINE
25.07.2022 0:00;15.08.2022 0:00;AD;250;MOW;LED;ВВЛ;;OFFLINE
25.07.2022 0:00;16.08.2022 0:00;AD;420;MOW;MCX;ВВЛ;;ONLINE
09.08.2022 0:00;12.08.2022 0:00;AD;440;LED;MOW;ВВЛ;FFP;ONLINE
06.08.2022 0:00;15.08.2022 0:00;AD;430;MOW;OSS;МВЛ;;OFFLINE
31.07.2022 0:00;07.08.2022 0:00;AD;500;MOW;NUX;ВВЛ;FFP;ONLINE
26.07.2022 0:00;02.08.2022 0:00;CHD;310;KHV;YKS;ВВЛ;FFP;ONLINE
31.07.2022 0:00;09.08.2022 0:00;AD;300;OMS;OVB;ВВЛ;;OFFLINE
22.07.2022 0:00;12.08.2022 0:00;AD;690;VVO;YKS;ВВЛ;;OFFLINE
31.07.2022 0:00;21.08.2022 0:00;AD;450;KUF;OVB;ВВЛ;;ONLINE
10.08.2022 0:00;28.08.2022 0:00;AD;580;UUD;OVB;ВВЛ;;ONLINE
26.07.2022 0:00;04.08.2022 0:00;AD;250;BQS;IKT;ВВЛ;FFP;ONLINE
09.08.2022 0:00;12.08.2022 0:00;AD;700;MOW;HTA;ВВЛ;FFP;ONLINE
31.07.2022 0:00;07.08.2022 0:00;AD;510;KUF;OVB;ВВЛ;FFP;ONLINE
31.07.2022 0:00;11.08.2022 0:00;AD;280;MOW;OMS;ВВЛ;FFP;ONLINE
01.04.2022 0:00;20.04.2022 0:00;AD;320;HMA;OVB;ВВЛ;;ONLINE
22.03.2022 0:00;30.04.2022 0:00;AD;490;MOW;OVB;ВВЛ;;ONLINE
15.04.2022 0:00;15.04.2022 0:00;AD;300;OVB;MOW;ВВЛ;FFP;ONLINE
22.03.2022 0:00;27.04.2022 0:00;AD;420;MJZ;OVB;ВВЛ;FFP;ONLINE
06.04.2022 0:00;21.04.2022 0:00;AD;300;KZN;MOW;ВВЛ;;OFFLINE
28.03.2022 0:00;30.04.2022 0:00;AD;490;PKC;OVB;ВВЛ;;ONLINE
29.03.2022 0:00;02.04.2022 0:00;AD;230;LED;MOW;ВВЛ;FFP;ONLINE
29.03.2022 0:00;08.04.2022 0:00;AD;420;YKS;OVB;ВВЛ;;ONLINE
06.04.2022 0:00;09.04.2022 0:00;AD;430;OGZ;MOW;ВВЛ;;ONLINE
06.04.2022 0:00;09.04.2022 0:00;AD;600;OVB;MOW;ВВЛ;;OFFLINE
01.04.2022 0:00;19.04.2022 0:00;AD;400;OVB;MOW;ВВЛ;FFP;ONLINE
25.03.2022 0:00;15.04.2022 0:00;AD;560;MOW;UUD;ВВЛ;;ONLINE
01.04.2022 0:00;23.04.2022 0:00;AD;380;MOW;OMS;ВВЛ;FFP;ONLINE
01.04.2022 0:00;05.04.2022 0:00;AD;300;CEK;MOW;ВВЛ;FFP;ONLINE
01.04.2022 0:00;13.04.2022 0:00;AD;490;MOW;OVB;ВВЛ;FFP;ONLINE
16.03.2022 0:00;02.04.2022 0:00;AD;320;CEK;MOW;ВВЛ;;OFFLINE
16.04.2022 0:00;26.04.2022 0:00;AD;530;AER;IKT;ВВЛ;FFP;ONLINE
06.04.2022 0:00;11.04.2022 0:00;AD;690;MOW;KJA;ВВЛ;;OFFLINE
25.03.2022 0:00;17.04.2022 0:00;AD;320;PEE;MOW;ВВЛ;;OFFLINE
29.03.2022 0:00;08.04.2022 0:00;AD;400;OVB;MOW;ВВЛ;FFP;ONLINE
06.04.2022 0:00;28.04.2022 0:00;AD;800;MOW;YKS;ВВЛ;;OFFLINE
06.04.2022 0:00;11.04.2022 0:00;AD;360;OVB;DYU;МВЛ;;OFFLINE
29.03.2022 0:00;02.04.2022 0:00;AD;610;IKT;MOW;ВВЛ;FFP;ONLINE
29.03.2022 0:00;08.04.2022 0:00;AD;490;NUX;MOW;ВВЛ;FFP;ONLINE
29.03.2022 0:00;03.04.2022 0:00;AD;820;OVB;BQS;ВВЛ;;OFFLINE
28.03.2022 0:00;02.04.2022 0:00;AD;450;MOW;PEE;ВВЛ;;ONLINE
22.03.2022 0:00;08.04.2022 0:00;AD;240;UFA;MOW;ВВЛ;FFP;ONLINE
12.04.2022 0:00;13.04.2022 0:00;AD;490;OVB;MOW;ВВЛ;FFP;OFFLINE
02.04.2022 0:00;13.04.2022 0:00;AD;380;MOW;KGD;ВВЛ;;OFFLINE
06.04.2022 0:00;15.04.2022 0:00;AD;480;MOW;AER;ВВЛ;;OFFLINE
07.04.2022 0:00;25.04.2022 0:00;AD;640;MOW;AER;ВВЛ;FFP;ONLINE
01.04.2022 0:00;04.04.2022 0:00;AD;620;NOZ;MOW;ВВЛ;FFP;ONLINE
01.04.2022 0:00;07.04.2022 0:00;AD;530;RGK;MOW;ВВЛ;;ONLINE
07.04.2022 0:00;17.04.2022 0:00;AD;230;MOW;LED;ВВЛ;;OFFLINE
23.03.2022 0:00;07.04.2022 0:00;AD;490;MOW;OVB;ВВЛ;FFP;ONLINE
01.04.2022 0:00;07.04.2022 0:00;AD;260;KZN;MOW;ВВЛ;;ONLINE
01.04.2022 0:00;04.04.2022 0:00;AD;610;MOW;IKT;ВВЛ;;ONLINE
06.04.2022 0:00;09.04.2022 0:00;AD;380;GOJ;MOW;ВВЛ;;ONLINE
18.04.2022 0:00;18.04.2022 0:00;AD;670;MOW;IKT;ВВЛ;;OFFLINE
22.03.2022 0:00;01.04.2022 0:00;AD;450;MOW;STW;ВВЛ;;OFFLINE
29.03.2022 0:00;16.04.2022 0:00;AD;1040;MOW;BQS;ВВЛ;;ONLINE
01.04.2022 0:00;03.04.2022 0:00;AD;530;NUX;MOW;ВВЛ;;ONLINE
01.04.2022 0:00;11.04.2022 0:00;AD;530;MOW;IKT;ВВЛ;;ONLINE
01.04.2022 0:00;07.04.2022 0:00;AD;420;KZN;MOW;ВВЛ;;OFFLINE
29.03.2022 0:00;08.04.2022 0:00;AD;500;YKS;OVB;ВВЛ;FFP;OFFLINE
06.04.2022 0:00;06.04.2022 0:00;AD;220;MOW;LED;ВВЛ;;OFFLINE
06.04.2022 0:00;30.04.2022 0:00;CHD;380;YKS;VVO;ВВЛ;;ONLINE
01.04.2022 0:00;02.04.2022 0:00;AD;710;MOW;NOZ;ВВЛ;;ONLINE
17.03.2022 0:00;01.04.2022 0:00;AD;320;MOW;PEE;ВВЛ;;ONLINE
23.03.2022 0:00;06.04.2022 0:00;AD;560;MOW;UUD;ВВЛ;;ONLINE
11.04.2022 0:00;12.04.2022 0:00;CHD;320;OVB;UUD;ВВЛ;;OFFLINE
06.04.2022 0:00;08.04.2022 0:00;AD;540;OVB;MOW;ВВЛ;;ONLINE
29.03.2022 0:00;02.04.2022 0:00;CHD;310;ASF;MOW;ВВЛ;;ONLINE
16.03.2022 0:00;17.04.2022 0:00;AD;640;HTA;MOW;ВВЛ;FFP;ONLINE
01.04.2022 0:00;06.04.2022 0:00;AD;630;BQS;MOW;ВВЛ;;OFFLINE
29.03.2022 0:00;19.04.2022 0:00;AD;390;MOW;OMS;ВВЛ;;OFFLINE
06.04.2022 0:00;30.04.2022 0:00;AD;400;MOW;GRV;ВВЛ;;OFFLINE
01.04.2022 0:00;07.04.2022 0:00;AD;400;VOG;MOW;ВВЛ;;ONLINE
01.04.2022 0:00;24.04.2022 0:00;CHD;410;OVB;UFA;ВВЛ;;OFFLINE
06.04.2022 0:00;10.04.2022 0:00;AD;440;OVB;FRU;МВЛ;;ONLINE
02.04.2022 0:00;03.04.2022 0:00;AD;800;UUD;MOW;ВВЛ;;OFFLINE
06.04.2022 0:00;19.04.2022 0:00;AD;440;MOW;AER;ВВЛ;;ONLINE
06.04.2022 0:00;10.04.2022 0:00;AD;640;MOW;OVB;ВВЛ;FFP;ONLINE
01.04.2022 0:00;06.04.2022 0:00;AD;380;MOW;UFA;ВВЛ;;ONLINE
30.03.2022 0:00;16.04.2022 0:00;AD;500;MOW;OVB;ВВЛ;;OFFLINE
07.04.2022 0:00;11.04.2022 0:00;AD;920;MOW;BQS;ВВЛ;;OFFLINE
07.04.2022 0:00;22.04.2022 0:00;AD;810;VVO;OVB;ВВЛ;FFP;OFFLINE
02.04.2022 0:00;05.04.2022 0:00;AD;640;KJA;VVO;ВВЛ;;OFFLINE
08.04.2022 0:00;11.04.2022 0:00;AD;420;KZN;MOW;ВВЛ;FFP;OFFLINE
02.04.2022 0:00;04.04.2022 0:00;AD;890;MOW;BQS;ВВЛ;;OFFLINE
02.04.2022 0:00;08.04.2022 0:00;CHD;290;MOW;PEE;ВВЛ;;ONLINE
02.04.2022 0:00;02.04.2022 0:00;AD;250;LED;MOW;ВВЛ;FFP;OFFLINE
07.04.2022 0:00;09.04.2022 0:00;AD;400;AER;MOW;ВВЛ;;ONLINE
28.03.2022 0:00;01.04.2022 0:00;AD;400;MOW;KZN;ВВЛ;;OFFLINE
23.03.2022 0:00;22.04.2022 0:00;AD;300;KJA;OVB;ВВЛ;FFP;ONLINE
08.04.2022 0:00;13.04.2022 0:00;AD;620;MOW;KZN;ВВЛ;;OFFLINE
31.03.2022 0:00;04.04.2022 0:00;AD;460;KGD;MOW;ВВЛ;;OFFLINE
07.04.2022 0:00;23.04.2022 0:00;AD;570;AER;OVB;ВВЛ;FFP;ONLINE
02.04.2022 0:00;25.04.2022 0:00;AD;460;OVB;UUS;ВВЛ;FFP;ONLINE
02.04.2022 0:00;25.04.2022 0:00;AD;420;LED;OVB;ВВЛ;FFP;ONLINE
26.03.2022 0:00;10.04.2022 0:00;AD;120;OVB;TOF;ВВЛ;FFP;ONLINE
11.04.2022 0:00;16.04.2022 0:00;AD;880;VVO;OVB;ВВЛ;FFP;ONLINE
30.03.2022 0:00;02.04.2022 0:00;AD;820;UUD;MOW;ВВЛ;FFP;OFFLINE
01.04.2022 0:00;12.04.2022 0:00;AD;290;SVX;MOW;ВВЛ;;ONLINE
26.03.2022 0:00;26.04.2022 0:00;CHD;330;OVB;CEK;ВВЛ;;ONLINE
17.03.2022 0:00;14.04.2022 0:00;AD;520;MOW;OVB;ВВЛ;;ONLINE
23.03.2022 0:00;23.04.2022 0:00;AD;340;PEE;MOW;ВВЛ;FFP;OFFLINE
20.03.2022 0:00;06.04.2022 0:00;AD;830;BQS;MOW;ВВЛ;;OFFLINE
30.03.2022 0:00;08.04.2022 0:00;AD;250;MOW;GOJ;ВВЛ;FFP;OFFLINE
29.03.2022 0:00;03.04.2022 0:00;AD;290;PEZ;MOW;ВВЛ;;ONLINE
02.04.2022 0:00;22.04.2022 0:00;AD;520;AER;MOW;ВВЛ;;OFFLINE
07.04.2022 0:00;15.04.2022 0:00;AD;490;IKT;VVO;ВВЛ;FFP;ONLINE
02.04.2022 0:00;04.04.2022 0:00;CHD;250;PEE;MOW;ВВЛ;;ONLINE
02.04.2022 0:00;05.04.2022 0:00;AD;580;ABA;MOW;ВВЛ;;ONLINE
02.04.2022 0:00;05.04.2022 0:00;AD;330;MOW;SVX;ВВЛ;FFP;ONLINE
28.03.2022 0:00;17.04.2022 0:00;CHD;220;MOW;KZN;ВВЛ;;OFFLINE
29.03.2022 0:00;02.04.2022 0:00;AD;430;MRV;MOW;ВВЛ;;ONLINE
26.03.2022 0:00;08.04.2022 0:00;CHD;480;MOW;AER;ВВЛ;;ONLINE
07.04.2022 0:00;15.04.2022 0:00;AD;360;OVB;OSS;МВЛ;FFP;ONLINE
12.04.2022 0:00;16.04.2022 0:00;AD;280;MOW;KUF;ВВЛ;;OFFLINE
02.04.2022 0:00;30.04.2022 0:00;AD;470;MOW;OMS;ВВЛ;FFP;ONLINE
08.04.2022 0:00;22.04.2022 0:00;AD;640;MOW;KJA;ВВЛ;;OFFLINE
04.04.2022 0:00;07.04.2022 0:00;AD;160;MOW;KZN;ВВЛ;FFP;ONLINE
07.04.2022 0:00;27.04.2022 0:00;AD;700;MOW;UUD;ВВЛ;;ONLINE
08.04.2022 0:00;22.04.2022 0:00;AD;750;MOW;IKT;ВВЛ;;OFFLINE
29.03.2022 0:00;24.04.2022 0:00;AD;530;OVB;KHV;ВВЛ;FFP;ONLINE
30.03.2022 0:00;06.04.2022 0:00;AD;300;MOW;KZN;ВВЛ;;OFFLINE
07.04.2022 0:00;21.04.2022 0:00;AD;310;VOG;OVB;ВВЛ;;ONLINE
28.03.2022 0:00;02.04.2022 0:00;AD;1640;ABA;MOW;ВВЛ;FFP;OFFLINE
17.03.2022 0:00;08.04.2022 0:00;AD;470;MOW;OVB;ВВЛ;FFP;ONLINE
26.03.2022 0:00;25.04.2022 0:00;AD;410;MOW;OGZ;ВВЛ;;ONLINE
26.03.2022 0:00;02.04.2022 0:00;CHD;370;CEK;MOW;ВВЛ;;ONLINE
03.04.2022 0:00;04.04.2022 0:00;AD;250;MOW;LED;ВВЛ;FFP;ONLINE
07.04.2022 0:00;07.04.2022 0:00;AD;680;MOW;IKT;ВВЛ;;ONLINE
02.04.2022 0:00;07.04.2022 0:00;AD;640;YKS;MOW;ВВЛ;;OFFLINE
23.03.2022 0:00;02.04.2022 0:00;AD;820;MOW;KZN;ВВЛ;;ONLINE
04.04.2022 0:00;06.04.2022 0:00;AD;500;OVB;UFA;ВВЛ;FFP;OFFLINE
26.03.2022 0:00;30.04.2022 0:00;AD;300;MOW;KZN;ВВЛ;;ONLINE
11.04.2022 0:00;15.04.2022 0:00;AD;510;CEK;OVB;ВВЛ;FFP;OFFLINE
03.04.2022 0:00;13.04.2022 0:00;AD;570;OSS;OVB;МВЛ;;OFFLINE
02.04.2022 0:00;04.04.2022 0:00;AD;890;MOW;BQS;ВВЛ;;OFFLINE
29.03.2022 0:00;25.04.2022 0:00;AD;410;MOW;OGZ;ВВЛ;FFP;ONLINE
08.04.2022 0:00;08.04.2022 0:00;AD;500;MOW;UFA;ВВЛ;;OFFLINE
26.03.2022 0:00;07.04.2022 0:00;AD;630;NER;MOW;ВВЛ;;ONLINE
02.04.2022 0:00;14.04.2022 0:00;CHD;210;MOW;KZN;ВВЛ;;ONLINE
07.04.2022 0:00;15.04.2022 0:00;AD;350;KUF;MOW;ВВЛ;FFP;OFFLINE
03.04.2022 0:00;11.04.2022 0:00;AD;510;KEJ;MOW;ВВЛ;;ONLINE
05.04.2022 0:00;11.04.2022 0:00;AD;760;MOW;HTA;ВВЛ;;OFFLINE
02.04.2022 0:00;23.04.2022 0:00;AD;820;GDX;OVB;ВВЛ;FFP;ONLINE
02.04.2022 0:00;10.04.2022 0:00;AD;920;DXB;MOW;МВЛ;FFP;ONLINE
26.03.2022 0:00;18.04.2022 0:00;AD;360;UFA;MOW;ВВЛ;;ONLINE
04.04.2022 0:00;22.04.2022 0:00;AD;440;OVB;IKT;ВВЛ;;OFFLINE
02.04.2022 0:00;30.04.2022 0:00;CHD;480;AER;MOW;ВВЛ;;ONLINE
08.04.2022 0:00;10.04.2022 0:00;AD;300;KUF;MOW;ВВЛ;;OFFLINE
07.04.2022 0:00;17.04.2022 0:00;AD;450;KZN;OVB;ВВЛ;;ONLINE
02.04.2022 0:00;06.04.2022 0:00;AD;470;MOW;BAX;ВВЛ;;ONLINE
03.04.2022 0:00;22.04.2022 0:00;AD;460;KJA;MOW;ВВЛ;FFP;ONLINE
07.04.2022 0:00;09.04.2022 0:00;AD;480;ABA;OVB;ВВЛ;FFP;OFFLINE
07.04.2022 0:00;15.04.2022 0:00;AD;510;NER;OVB;ВВЛ;FFP;OFFLINE
30.03.2022 0:00;27.04.2022 0:00;AD;490;NER;OVB;ВВЛ;FFP;ONLINE
02.04.2022 0:00;04.04.2022 0:00;AD;650;DYU;OVB;МВЛ;;ONLINE
07.04.2022 0:00;09.04.2022 0:00;AD;410;KUF;MOW;ВВЛ;FFP;ONLINE
13.04.2022 0:00;20.04.2022 0:00;AD;630;OVB;LED;ВВЛ;;OFFLINE
30.03.2022 0:00;06.04.2022 0:00;AD;280;OVB;ABA;ВВЛ;FFP;ONLINE
03.04.2022 0:00;05.04.2022 0:00;AD;310;KUF;MOW;ВВЛ;FFP;ONLINE
31.03.2022 0:00;15.04.2022 0:00;CHD;460;GDX;OVB;ВВЛ;;OFFLINE
12.04.2022 0:00;21.04.2022 0:00;AD;920;GDX;OVB;ВВЛ;FFP;OFFLINE
07.04.2022 0:00;13.04.2022 0:00;CHD;430;MOW;AER;ВВЛ;;ONLINE
18.03.2022 0:00;17.04.2022 0:00;AD;760;LED;IKT;ВВЛ;FFP;ONLINE
07.04.2022 0:00;30.04.2022 0:00;AD;870;BQS;MOW;ВВЛ;;OFFLINE
28.03.2022 0:00;06.04.2022 0:00;AD;540;OVB;TLK;ВВЛ;FFP;ONLINE
27.03.2022 0:00;11.04.2022 0:00;AD;590;MOW;ABA;ВВЛ;;ONLINE
18.03.2022 0:00;15.04.2022 0:00;AD;290;MOW;KGD;ВВЛ;FFP;ONLINE
18.03.2022 0:00;03.04.2022 0:00;AD;370;MMK;MOW;ВВЛ;;OFFLINE
29.04.2022 0:00;30.04.2022 0:00;INF;0;IKT;AER;ВВЛ;;OFFLINE
18.03.2022 0:00;30.04.2022 0:00;AD;570;MOW;MRV;ВВЛ;;OFFLINE
18.03.2022 0:00;03.04.2022 0:00;CHD;450;MOW;OVB;ВВЛ;;ONLINE
18.03.2022 0:00;02.04.2022 0:00;AD;220;TOX;OVB;ВВЛ;FFP;ONLINE
03.04.2022 0:00;08.04.2022 0:00;AD;610;OVB;BQS;ВВЛ;FFP;ONLINE
03.04.2022 0:00;07.04.2022 0:00;AD;590;AER;MOW;ВВЛ;;OFFLINE
09.04.2022 0:00;12.04.2022 0:00;AD;560;OGZ;MOW;ВВЛ;;OFFLINE
10.04.2022 0:00;28.04.2022 0:00;AD;200;MOW;IKT;ВВЛ;;ONLINE
08.04.2022 0:00;30.04.2022 0:00;AD;440;AER;MOW;ВВЛ;FFP;ONLINE
13.04.2022 0:00;22.04.2022 0:00;AD;400;OVB;KJA;ВВЛ;FFP;OFFLINE
18.04.2022 0:00;20.04.2022 0:00;AD;590;UFA;OVB;ВВЛ;;OFFLINE
03.04.2022 0:00;15.04.2022 0:00;AD;300;KZN;MOW;ВВЛ;;OFFLINE
04.04.2022 0:00;04.04.2022 0:00;AD;640;OVB;MOW;ВВЛ;FFP;ONLINE
04.04.2022 0:00;04.04.2022 0:00;AD;450;OVB;GOJ;ВВЛ;FFP;ONLINE
04.04.2022 0:00;05.04.2022 0:00;AD;530;MOW;NJC;ВВЛ;FFP;ONLINE
10.04.2022 0:00;11.04.2022 0:00;AD;210;KGD;MOW;ВВЛ;FFP;ONLINE
30.03.2022 0:00;04.04.2022 0:00;AD;340;OMS;OVB;ВВЛ;FFP;OFFLINE
08.04.2022 0:00;15.04.2022 0:00;AD;460;OVB;MOW;ВВЛ;FFP;ONLINE
30.03.2022 0:00;09.04.2022 0:00;CHD;190;OVB;KJA;ВВЛ;;ONLINE
03.04.2022 0:00;07.04.2022 0:00;CHD;220;MOW;LED;ВВЛ;;OFFLINE
06.04.2022 0:00;06.04.2022 0:00;AD;570;UUD;MOW;ВВЛ;FFP;OFFLINE
30.03.2022 0:00;02.04.2022 0:00;AD;200;OVB;KJA;ВВЛ;FFP;ONLINE
30.03.2022 0:00;11.04.2022 0:00;AD;510;AER;OVB;ВВЛ;FFP;ONLINE
27.03.2022 0:00;25.04.2022 0:00;AD;230;KJA;OVB;ВВЛ;;OFFLINE
08.04.2022 0:00;23.04.2022 0:00;AD;310;OMS;OVB;ВВЛ;FFP;ONLINE
27.03.2022 0:00;09.04.2022 0:00;AD;300;MOW;KZN;ВВЛ;;ONLINE
27.03.2022 0:00;02.04.2022 0:00;CHD;480;MOW;BAX;ВВЛ;FFP;ONLINE
04.04.2022 0:00;06.04.2022 0:00;AD;680;UUD;MOW;ВВЛ;;ONLINE
27.03.2022 0:00;04.04.2022 0:00;AD;460;TOF;MOW;ВВЛ;;ONLINE
07.04.2022 0:00;14.04.2022 0:00;AD;370;UFA;MOW;ВВЛ;;OFFLINE
10.04.2022 0:00;23.04.2022 0:00;AD;610;HTA;OVB;ВВЛ;FFP;OFFLINE
18.03.2022 0:00;28.04.2022 0:00;INF;0;MOW;AER;ВВЛ;;ONLINE
04.04.2022 0:00;13.04.2022 0:00;AD;280;PEZ;MOW;ВВЛ;;OFFLINE
27.03.2022 0:00;01.04.2022 0:00;AD;310;OVB;IKT;ВВЛ;;ONLINE
21.04.2022 0:00;23.04.2022 0:00;AD;650;LED;OVB;ВВЛ;FFP;OFFLINE
08.04.2022 0:00;12.04.2022 0:00;AD;730;KHV;OVB;ВВЛ;;ONLINE
08.04.2022 0:00;19.04.2022 0:00;AD;310;MOW;LED;ВВЛ;;ONLINE
23.04.2022 0:00;28.04.2022 0:00;AD;550;HTA;OVB;ВВЛ;;OFFLINE
30.03.2022 0:00;02.04.2022 0:00;AD;640;MOW;DXB;МВЛ;;ONLINE
03.04.2022 0:00;05.04.2022 0:00;AD;330;MOW;UFA;ВВЛ;FFP;ONLINE
30.03.2022 0:00;06.04.2022 0:00;AD;400;OVB;MOW;ВВЛ;FFP;OFFLINE
04.04.2022 0:00;06.04.2022 0:00;AD;660;OVB;REN;ВВЛ;;OFFLINE
04.04.2022 0:00;09.04.2022 0:00;AD;530;MOW;OSS;МВЛ;;ONLINE
10.04.2022 0:00;19.04.2022 0:00;AD;310;VVO;OVB;ВВЛ;FFP;OFFLINE
04.04.2022 0:00;04.04.2022 0:00;AD;530;OVB;LED;ВВЛ;;OFFLINE
04.04.2022 0:00;28.04.2022 0:00;AD;340;AER;MOW;ВВЛ;;ONLINE
08.04.2022 0:00;26.04.2022 0:00;AD;750;NER;OVB;ВВЛ;FFP;ONLINE
03.04.2022 0:00;13.04.2022 0:00;AD;270;MOW;UFA;ВВЛ;;ONLINE
08.04.2022 0:00;15.04.2022 0:00;AD;560;OVB;TLK;ВВЛ;;OFFLINE
08.04.2022 0:00;11.04.2022 0:00;AD;580;TLK;OVB;ВВЛ;;OFFLINE
28.03.2022 0:00;08.04.2022 0:00;AD;380;KJA;OVB;ВВЛ;FFP;OFFLINE
